"Status","Year","Disability","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared non-disabled","Chancellor's other departments","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Chancellor's other departments","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Charity Commission","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Charity Commission","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Charity Commission","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Charity Commission","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Charity Commission","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Charity Commission","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Competition and Markets Authority","AO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Competition and Markets Authority","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Competition and Markets Authority","G6","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Competition and Markets Authority","G7","30","[c]","57550","57000"
"New entrant CS","2023","Declared non-disabled","Competition and Markets Authority","HEO","35","[c]","34420","34110"
"New entrant CS","2023","Declared non-disabled","Competition and Markets Authority","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Competition and Markets Authority","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","AA","35","[c]","18690","19080"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","AO","150","[c]","21650","21380"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","EO","135","[c]","26840","25610"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","G7","70","[c]","50790","50310"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","HEO","185","[c]","33470","32110"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SEO","145","[c]","41350","40680"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","EO","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","HEO","55","[c]","35470","35040"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education","G7","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education","HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education","SEO","35","[c]","38440","37710"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","AO","435","[c]","22410","22150"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","EO","240","[c]","26510","25920"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","G6","35","[c]","63140","64010"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","G7","140","[c]","51880","50730"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","HEO","225","[c]","31670","30350"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","SEO","190","[c]","38900","37310"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","EO","55","[c]","28020","29280"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","G7","55","[c]","56500","55680"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","HEO","100","[c]","33510","35010"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","SEO","120","[c]","41710","41910"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","AO","35","[c]","23040","21960"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","EO","30","[c]","27440","26850"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","G6","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","G7","70","[c]","46580","43740"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","HEO","70","[c]","32550","33880"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","SEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Transport","AA","85","[c]","18990","19000"
"New entrant CS","2023","Declared non-disabled","Department for Transport","AO","445","[c]","23470","22500"
"New entrant CS","2023","Declared non-disabled","Department for Transport","EO","165","[c]","27600","26780"
"New entrant CS","2023","Declared non-disabled","Department for Transport","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Transport","G7","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Transport","HEO","90","[c]","33160","34000"
"New entrant CS","2023","Declared non-disabled","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Transport","SEO","60","[c]","41580","39820"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions","AO","1215","[c]","21920","21690"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions","EO","685","[c]","28130","28120"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions","G6","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions","G7","125","[c]","55780","56000"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions","HEO","305","[c]","34940","34170"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions","SEO","190","[c]","42140","40480"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care","G7","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care","HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Estyn","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Estyn","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Estyn","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Estyn","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Estyn","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Land Registry","AO","30","[c]","23500","23390"
"New entrant CS","2023","Declared non-disabled","HM Land Registry","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Land Registry","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs","AO","1675","[c]","22820","22520"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs","EO","365","[c]","28130","27650"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs","G6","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs","G7","125","[c]","54680","52600"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs","HEO","350","[c]","35350","34400"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs","SEO","185","[c]","43270","42140"
"New entrant CS","2023","Declared non-disabled","HM Treasury","AO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Treasury","EO","35","[c]","26400","26640"
"New entrant CS","2023","Declared non-disabled","HM Treasury","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Treasury","G7","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Treasury","HEO","75","[c]","31940","32320"
"New entrant CS","2023","Declared non-disabled","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Treasury","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","AO","55","[c]","23360","22400"
"New entrant CS","2023","Declared non-disabled","Home Office","EO","45","[c]","26980","25750"
"New entrant CS","2023","Declared non-disabled","Home Office","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence","AA","35","[c]","23330","21380"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence","AO","210","[c]","22060","21690"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence","EO","170","[c]","27410","27080"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence","G7","50","[c]","55790","55110"
