"Status","Year","Disability","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Department for Education","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal Aid Agency","Ministry of Justice","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal Aid Agency","Ministry of Justice","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal Aid Agency","Ministry of Justice","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal Aid Agency","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal Aid Agency","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal Aid Agency","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal Aid Agency","Ministry of Justice","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","G7","30","[c]","47770","47960"
"Leaver CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","HEO","40","[c]","33230","33430"
"Leaver CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","SEO","35","[c]","41260","40040"
"Leaver CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","AA","270","[c]","21530","21380"
"Leaver CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","AO","555","[c]","25070","22220"
"Leaver CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","380","[c]","30060","27740"
"Leaver CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","G6","50","[c]","73190","68560"
"Leaver CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","G7","95","[c]","59280","58220"
"Leaver CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","HEO","380","[c]","36680","34640"
"Leaver CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO","270","[c]","44000","42430"
"Leaver CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","45","[c]","28680","29660"
"Leaver CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","G6","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","G7","90","[c]","59280","58470"
"Leaver CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","HEO","60","[c]","34050","34260"
"Leaver CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO","80","[c]","43330","43650"
"Leaver CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Crime Agency","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Crime Agency","National Crime Agency","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Crime Agency","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Crime Agency","National Crime Agency","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Crime Agency","National Crime Agency","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Crime Agency","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Crime Agency","National Crime Agency","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Infrastructure Commission","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Infrastructure Commission","HM Treasury","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Infrastructure Commission","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Infrastructure Commission","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Records of Scotland","Scottish Government","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Records of Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Records of Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Records of Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Records of Scotland","Scottish Government","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Records of Scotland","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Records of Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Savings and Investments","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Savings and Investments","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Savings and Investments","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Savings and Investments","Chancellor's other departments","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Savings and Investments","Chancellor's other departments","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Savings and Investments","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Savings and Investments","Chancellor's other departments","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office for Budget Responsibility","HM Treasury","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office for Budget Responsibility","HM Treasury","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office for Budget Responsibility","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G7","60","[c]","74990","77470"
"Leaver CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO","60","[c]","48480","47750"
"Leaver CS","2023","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","45","[c]","27200","26450"
"Leaver CS","2023","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6","35","[c]","70630","69000"
"Leaver CS","2023","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G7","50","[c]","54470","53200"
"Leaver CS","2023","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","HEO","45","[c]","35550","34850"
"Leaver CS","2023","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","AO","30","[c]","21510","21780"
"Leaver CS","2023","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of the Scottish Charity Regulator","Scottish Government","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of the Scottish Charity Regulator","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Registers of Scotland","Scottish Government","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Registers of Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Registers of Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Registers of Scotland","Scottish Government","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Registers of Scotland","Scottish Government","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Registers of Scotland","Scottish Government","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Revenue Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AO","120","[c]","21660","21300"
"Leaver CS","2023","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","50","[c]","25190","25920"
"Leaver CS","2023","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","AA","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Fiscal Commission","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Fiscal Commission","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Forestry","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Forestry","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Forestry","Scottish Government","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Forestry","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Forestry","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","EO","35","[c]","31140","30440"
"Leaver CS","2023","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","G6","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","G7","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","HEO","40","[c]","36540","36330"
"Leaver CS","2023","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","SEO","60","[c]","47580","49860"
"Leaver CS","2023","Declared non-disabled","Scottish Prison Service","Scottish Government","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Prison Service","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Prison Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Prison Service","Scottish Government","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Prison Service","Scottish Government","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Prison Service","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Prison Service","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Social Security Scotland","Scottish Government","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Social Security Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Social Security Scotland","Scottish Government","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Social Security Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Social Security Scotland","Scottish Government","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Social Security Scotland","Scottish Government","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Social Security Scotland","Scottish Government","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Standards and Testing Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Standards and Testing Agency","Department for Education","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Standards and Testing Agency","Department for Education","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Standards and Testing Agency","Department for Education","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Standards and Testing Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Standards and Testing Agency","Department for Education","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Student Awards Agency for Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Student Awards Agency for Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Student Awards Agency for Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Student Awards Agency for Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","Unknown","120","[c]","42260","36960"
"Leaver CS","2023","Declared non-disabled","Teaching Regulation Agency","Department for Education","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Teaching Regulation Agency","Department for Education","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AO","15","[c]","[c]","[c]"
