"Status","Year","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Security","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Office of Gas and Electricity Markets","London","10","10","61990","62110"
"In post","2023","Security","Office of Gas and Electricity Markets","Outside London","15","15","69530","73000"
"In post","2023","Security","Office of the Public Guardian","Outside London","15","15","28960","25830"
"In post","2023","Security","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Registers of Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Security","Serious Fraud Office","London","5","5","[c]","[c]"
"In post","2023","Security","Submarine Delivery Agency","Outside London","40","40","41000","39000"
"In post","2023","Security","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Export Finance","London","5","5","[c]","[c]"
"In post","2023","Security","UK Hydrographic Office","Outside London","15","15","39430","43890"
"In post","2023","Security","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Space Agency","Outside London","5","5","[c]","[c]"
"In post","2023","Security","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Statistics Authority","Outside London","55","55","40960","35800"
"In post","2023","Security","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Accountant in Bankruptcy","Outside London","125","115","34020","31940"
"In post","2023","Unknown","Building Digital UK","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","London","705","700","30630","30130"
"In post","2023","Unknown","Central Civil Service Fast Stream","Outside London","195","195","30630","30130"
"In post","2023","Unknown","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","London","35","30","56590","55850"
"In post","2023","Unknown","Crown Prosecution Service","Outside London","30","30","44850","40540"
"In post","2023","Unknown","Defence Science and Technology Laboratory","Outside London","2290","2215","42690","39890"
"In post","2023","Unknown","Department for International Trade","London","15","15","44430","35010"
"In post","2023","Unknown","Department for International Trade","Outside London","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","London","585","560","48990","43760"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","695","650","35840","34170"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","15","15","41770","38470"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","London","40","40","49180","43970"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","Outside London","10","10","40180","41950"
"In post","2023","Unknown","Disclosure Scotland","Outside London","365","345","31330","24890"
"In post","2023","Unknown","Education Scotland","Outside London","360","350","59670","65280"
"In post","2023","Unknown","FCDO Services","London","15","15","36910","31790"
"In post","2023","Unknown","FCDO Services","Outside London","40","40","36600","29530"
"In post","2023","Unknown","FCDO Services","Overseas","5","5","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Food Standards Scotland","Outside London","290","280","38730","34730"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","150","150","51880","53490"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","25","20","32710","27810"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","25","25","53540","56100"
"In post","2023","Unknown","Forestry and Land Scotland","Outside London","1105","1065","34400","32220"
"In post","2023","Unknown","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","20","15","38600","35000"
"In post","2023","Unknown","Institute for Apprenticeships and Technical Education","London","60","55","56280","55290"
"In post","2023","Unknown","Institute for Apprenticeships and Technical Education","Outside London","150","150","45550","51460"
"In post","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","London","75","70","50890","54090"
"In post","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Outside London","10","10","63930","67560"
"In post","2023","Unknown","Met Office","Outside London","20","20","65790","56680"
"In post","2023","Unknown","Ministry of Defence (excl. agencies)","London","25","25","39070","37850"
"In post","2023","Unknown","Ministry of Defence (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2023","Unknown","National Records of Scotland","Outside London","455","430","38070","34730"
"In post","2023","Unknown","Northern Ireland Office","London","75","75","55950","55720"
"In post","2023","Unknown","Northern Ireland Office","Outside London","60","60","38430","37680"
"In post","2023","Unknown","Office of Gas and Electricity Markets","London","85","80","46960","41530"
"In post","2023","Unknown","Office of Gas and Electricity Markets","Outside London","65","65","36970","32340"
"In post","2023","Unknown","Office of the Scottish Charity Regulator","Outside London","45","40","39790","33520"
"In post","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","25","20","52590","43650"
"In post","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","75","75","52640","52360"
"In post","2023","Unknown","Revenue Scotland","Outside London","85","85","43190","38330"
"In post","2023","Unknown","Royal Fleet Auxiliary","Unknown","1695","1695","41950","40010"
"In post","2023","Unknown","Scottish Fiscal Commission","Outside London","25","25","50710","49860"
"In post","2023","Unknown","Scottish Forestry","Outside London","220","210","38240","38210"
"In post","2023","Unknown","Scottish Government (excl. agencies)","London","15","15","53820","46390"
"In post","2023","Unknown","Scottish Government (excl. agencies)","Outside London","9140","8765","47020","42860"
"In post","2023","Unknown","Scottish Government (excl. agencies)","Overseas","20","20","76250","76030"
"In post","2023","Unknown","Scottish Housing Regulator","Outside London","50","50","55540","51110"
"In post","2023","Unknown","Scottish Prison Service","Outside London","20","15","36940","37060"
"In post","2023","Unknown","Scottish Public Pensions Agency","Outside London","370","345","32070","27740"
"In post","2023","Unknown","Social Security Scotland","Outside London","4025","3855","31460","29100"
"In post","2023","Unknown","Student Awards Agency for Scotland","Outside London","265","255","33190","29450"
"In post","2023","Unknown","Transport Scotland","Outside London","530","515","48720","49860"
"In post","2023","Unknown","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Welsh Government (excl. agencies)","London","10","10","56210","49760"
"In post","2023","Unknown","Welsh Government (excl. agencies)","Outside London","5945","5615","43660","39690"
"In post","2023","Unknown","Welsh Government (excl. agencies)","Overseas","15","15","59350","63900"
"In post","2023","Unknown","Welsh Revenue Authority","Outside London","5","5","[c]","[c]"
"Leaver CS","2023","Analysis","Building Digital UK","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Central Civil Service Fast Stream","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Central Civil Service Fast Stream","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Outside London","35","[c]","34020","29750"
"Leaver CS","2023","Analysis","Companies House","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Competition and Markets Authority","London","15","[c]","50620","55130"
"Leaver CS","2023","Analysis","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Defence Science and Technology Laboratory","Outside London","190","[c]","35990","38070"
