"Status","Year","Ethnicity","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","40","40","52120","45170"
"In post","2023","Asian","Home Office","Home Office","AA/AO","1015","880","24380","23500"
"In post","2023","Asian","Home Office","Home Office","EO","1830","1680","28860","29890"
"In post","2023","Asian","Home Office","Home Office","G6/G7","360","355","62420","59510"
"In post","2023","Asian","Home Office","Home Office","SCS level","15","15","[c]","[c]"
"In post","2023","Asian","Home Office","Home Office","SEO/HEO","1325","1290","38330","36310"
"In post","2023","Asian","Home Office","Home Office","Unknown","30","30","[c]","[c]"
"In post","2023","Asian","Institute for Apprenticeships and Technical Education","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Institute for Apprenticeships and Technical Education","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","20","20","[c]","[c]"
"In post","2023","Asian","Institute for Apprenticeships and Technical Education","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","15","10","[c]","[c]"
"In post","2023","Asian","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AA/AO","10","10","[c]","[c]"
"In post","2023","Asian","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6/G7","5","5","[c]","[c]"
"In post","2023","Asian","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Asian","Legal Aid Agency","Ministry of Justice","AA/AO","45","40","21860","21780"
"In post","2023","Asian","Legal Aid Agency","Ministry of Justice","EO","20","20","[c]","[c]"
"In post","2023","Asian","Legal Aid Agency","Ministry of Justice","G6/G7","5","5","[c]","[c]"
"In post","2023","Asian","Legal Aid Agency","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal Aid Agency","Ministry of Justice","SEO/HEO","15","10","[c]","[c]"
"In post","2023","Asian","Maritime and Coastguard Agency","Department for Transport","AA/AO","10","5","[c]","[c]"
"In post","2023","Asian","Maritime and Coastguard Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Maritime and Coastguard Agency","Department for Transport","G6/G7","15","15","[c]","[c]"
"In post","2023","Asian","Maritime and Coastguard Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","30","30","[c]","[c]"
"In post","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","5","5","[c]","[c]"
"In post","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","65","65","28320","28220"
"In post","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","70","70","61120","55860"
"In post","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","15","10","[c]","[c]"
"In post","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","130","130","38200","41190"
"In post","2023","Asian","Met Office","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Met Office","Department for Business, Energy and Industrial Strategy","EO","5","5","[c]","[c]"
"In post","2023","Asian","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Met Office","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","340","325","24740","22880"
"In post","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","170","165","30350","29540"
"In post","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","115","110","66460","61440"
"In post","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","15","15","[c]","[c]"
"In post","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","405","400","40950","41000"
"In post","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","35","35","23760","25480"
"In post","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","110","105","28630","29660"
"In post","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","165","165","59610","58550"
"In post","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","10","10","[c]","[c]"
"In post","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","330","320","39110","37680"
"In post","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Crime Agency","National Crime Agency","AA/AO","25","20","[c]","[c]"
"In post","2023","Asian","National Crime Agency","National Crime Agency","EO","140","135","35670","34670"
"In post","2023","Asian","National Crime Agency","National Crime Agency","G6/G7","15","15","[c]","[c]"
"In post","2023","Asian","National Crime Agency","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Crime Agency","National Crime Agency","SEO/HEO","110","110","43910","42240"
"In post","2023","Asian","National Infrastructure Commission","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Infrastructure Commission","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Infrastructure Commission","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Infrastructure Commission","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Records of Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Records of Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Records of Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Records of Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Records of Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Savings and Investments","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Savings and Investments","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Savings and Investments","Chancellor's other departments","G6/G7","5","5","[c]","[c]"
"In post","2023","Asian","National Savings and Investments","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Savings and Investments","Chancellor's other departments","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Budget Responsibility","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Budget Responsibility","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Budget Responsibility","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Budget Responsibility","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AA/AO","20","20","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","20","20","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6/G7","20","20","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO/HEO","60","60","41880","41050"
"In post","2023","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","10","10","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","60","60","27130","26060"
"In post","2023","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","65","65","59680","60000"
"In post","2023","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","60","55","38430","38500"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","25","20","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","Office of Rail and Road","EO","5","5","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","Office of Rail and Road","G6/G7","15","15","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","Office of Rail and Road","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Asian","Office of the Public Guardian","Ministry of Justice","AA/AO","350","320","21780","21780"
"In post","2023","Asian","Office of the Public Guardian","Ministry of Justice","EO","100","95","25890","25830"
"In post","2023","Asian","Office of the Public Guardian","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Public Guardian","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Public Guardian","Ministry of Justice","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Asian","Office of the Scottish Charity Regulator","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Scottish Charity Regulator","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Scottish Charity Regulator","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
