"Status","Year","Disability","Function_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Undeclared","Grants Management","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Grants Management","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Grants Management","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","London","Female","65","[c]","32660","29660"
"New entrant CS","2023","Undeclared","No function","London","Male","75","[c]","36980","33800"
"New entrant CS","2023","Undeclared","No function","Outside London","Female","320","[c]","25440","23640"
"New entrant CS","2023","Undeclared","No function","Outside London","Male","280","[c]","27140","23640"
"New entrant CS","2023","Undeclared","No function","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Outside London","Female","35","[c]","28340","29100"
"New entrant CS","2023","Undeclared","Unknown","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","London","Female","130","[c]","34500","34480"
"New entrant CS","2023","Unknown","Analysis","London","Male","135","[c]","34160","34480"
"New entrant CS","2023","Unknown","Analysis","Outside London","Female","140","[c]","30870","30650"
"New entrant CS","2023","Unknown","Analysis","Outside London","Male","215","[c]","31260","30650"
"New entrant CS","2023","Unknown","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","London","Female","35","[c]","32470","28840"
"New entrant CS","2023","Unknown","Commercial","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Outside London","Female","160","[c]","32160","29160"
"New entrant CS","2023","Unknown","Commercial","Outside London","Male","125","[c]","33090","31440"
"New entrant CS","2023","Unknown","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","London","Female","95","[c]","39060","37870"
"New entrant CS","2023","Unknown","Communications","London","Male","65","[c]","40040","37890"
"New entrant CS","2023","Unknown","Communications","Outside London","Female","60","[c]","33490","32830"
"New entrant CS","2023","Unknown","Communications","Outside London","Male","40","[c]","36310","32580"
"New entrant CS","2023","Unknown","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Outside London","Female","35","[c]","27800","27650"
"New entrant CS","2023","Unknown","Counter Fraud","Outside London","Male","45","[c]","28620","27890"
"New entrant CS","2023","Unknown","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Debt","London","Female","45","[c]","26820","26920"
"New entrant CS","2023","Unknown","Debt","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Debt","Outside London","Female","315","[c]","22410","22520"
"New entrant CS","2023","Unknown","Debt","Outside London","Male","230","[c]","22480","22520"
"New entrant CS","2023","Unknown","Debt","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Debt","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","London","Female","120","[c]","40140","37240"
"New entrant CS","2023","Unknown","Digital, Data & Technology","London","Male","210","[c]","43460","37850"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Outside London","Female","310","[c]","35800","32000"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Outside London","Male","640","[c]","38150","34400"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","London","Female","45","[c]","35850","29660"
"New entrant CS","2023","Unknown","Finance","London","Male","40","[c]","37770","34190"
"New entrant CS","2023","Unknown","Finance","Outside London","Female","145","[c]","29560","25900"
"New entrant CS","2023","Unknown","Finance","Outside London","Male","125","[c]","29790","27080"
"New entrant CS","2023","Unknown","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Grants Management","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Grants Management","Outside London","Female","35","[c]","23180","22150"
"New entrant CS","2023","Unknown","Grants Management","Outside London","Male","40","[c]","22590","22150"
"New entrant CS","2023","Unknown","Human Resources","London","Female","70","[c]","34260","30120"
"New entrant CS","2023","Unknown","Human Resources","London","Male","35","[c]","37800","35010"
"New entrant CS","2023","Unknown","Human Resources","Outside London","Female","280","[c]","30430","27080"
"New entrant CS","2023","Unknown","Human Resources","Outside London","Male","185","[c]","31400","30080"
"New entrant CS","2023","Unknown","Human Resources","Overseas","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","London","Female","70","[c]","39070","32660"
"New entrant CS","2023","Unknown","Legal","London","Male","35","[c]","42420","33300"
"New entrant CS","2023","Unknown","Legal","Outside London","Female","160","[c]","32560","26900"
"New entrant CS","2023","Unknown","Legal","Outside London","Male","75","[c]","32770","27650"
"New entrant CS","2023","Unknown","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","No function","London","Female","2005","[c]","32750","29750"
"New entrant CS","2023","Unknown","No function","London","Male","1550","[c]","34490","29750"
"New entrant CS","2023","Unknown","No function","Outside London","Female","8085","[c]","25880","23230"
"New entrant CS","2023","Unknown","No function","Outside London","Male","6935","[c]","27030","25750"
"New entrant CS","2023","Unknown","No function","Overseas","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","No function","Overseas","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","No function","Unknown","Female","40","[c]","29500","23230"
"New entrant CS","2023","Unknown","No function","Unknown","Male","50","[c]","26390","23230"
"New entrant CS","2023","Unknown","Project Delivery","London","Female","125","[c]","39910","34850"
"New entrant CS","2023","Unknown","Project Delivery","London","Male","80","[c]","40090","34850"
"New entrant CS","2023","Unknown","Project Delivery","Outside London","Female","360","[c]","32880","30650"
"New entrant CS","2023","Unknown","Project Delivery","Outside London","Male","405","[c]","37500","33830"
"New entrant CS","2023","Unknown","Property","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Property","London","Male","35","[c]","36780","29660"
"New entrant CS","2023","Unknown","Property","Outside London","Female","165","[c]","27430","22520"
"New entrant CS","2023","Unknown","Property","Outside London","Male","250","[c]","31230","27080"
"New entrant CS","2023","Unknown","Property","Overseas","Female","[c]","[c]","[c]","[c]"
