"Status","Year","Disability","Function_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared non-disabled","No function","Unknown","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","London","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","London","SEO/HEO","50","[c]","37290","35750"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Outside London","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Outside London","G6/G7","45","[c]","56580","54540"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Outside London","SEO/HEO","100","[c]","37640","37760"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","Outside London","AA/AO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","Outside London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","Outside London","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","Outside London","SEO/HEO","45","[c]","36780","34300"
"Leaver Dept.","2023","Declared non-disabled","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","London","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","Outside London","AA/AO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","Outside London","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","Outside London","SEO/HEO","40","[c]","36230","34320"
"Leaver Dept.","2023","Declared non-disabled","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","London","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","London","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","London","SEO/HEO","65","[c]","36880","36650"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Outside London","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Outside London","EO","35","[c]","28560","28120"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Outside London","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Outside London","SEO/HEO","95","[c]","38810","38160"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Debt","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Debt","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Debt","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","London","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","London","G6/G7","60","[c]","58360","55420"
"Leaver Dept.","2023","Undeclared","No function","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","London","SEO/HEO","75","[c]","37930","37480"
"Leaver Dept.","2023","Undeclared","No function","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Outside London","AA/AO","100","[c]","21740","21690"
"Leaver Dept.","2023","Undeclared","No function","Outside London","EO","90","[c]","27530","28120"
"Leaver Dept.","2023","Undeclared","No function","Outside London","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Outside London","SEO/HEO","70","[c]","34260","34030"
"Leaver Dept.","2023","Undeclared","No function","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","London","SEO/HEO","90","[c]","34350","33250"
"Leaver Dept.","2023","Unknown","Analysis","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Outside London","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Outside London","SEO/HEO","65","[c]","35110","33950"
"Leaver Dept.","2023","Unknown","Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Outside London","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Outside London","SEO/HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
