"Status","Year","Disability","Function_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","Outside London","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Outside London","SEO/HEO","35","[c]","34430","33570"
"Leaver Dept.","2023","Declared disabled","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","London","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","London","EO","80","[c]","30450","29890"
"Leaver Dept.","2023","Declared disabled","No function","London","G6/G7","80","[c]","59360","56070"
"Leaver Dept.","2023","Declared disabled","No function","London","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","London","SEO/HEO","150","[c]","37710","36180"
"Leaver Dept.","2023","Declared disabled","No function","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Outside London","AA/AO","215","[c]","21760","21690"
"Leaver Dept.","2023","Declared disabled","No function","Outside London","EO","210","[c]","27600","28120"
"Leaver Dept.","2023","Declared disabled","No function","Outside London","G6/G7","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Outside London","SEO/HEO","100","[c]","34530","34170"
"Leaver Dept.","2023","Declared disabled","No function","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","London","G6/G7","55","[c]","59480","58960"
"Leaver Dept.","2023","Declared non-disabled","Analysis","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","London","SEO/HEO","130","[c]","37880","36600"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Outside London","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Outside London","SEO/HEO","65","[c]","37100","37120"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Outside London","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Outside London","SEO/HEO","75","[c]","38350","39230"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","London","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","London","SEO/HEO","70","[c]","38740","38510"
"Leaver Dept.","2023","Declared non-disabled","Communications","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","Outside London","SEO/HEO","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","London","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Outside London","AA/AO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Outside London","EO","90","[c]","28380","28120"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Outside London","SEO/HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","Outside London","AA/AO","95","[c]","21610","21690"
"Leaver Dept.","2023","Declared non-disabled","Debt","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","London","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","London","G6/G7","45","[c]","61010","59290"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","London","SEO/HEO","40","[c]","39880","40220"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Outside London","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Outside London","EO","50","[c]","27110","27170"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Outside London","G6/G7","70","[c]","54710","52150"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Outside London","SEO/HEO","160","[c]","36810","37350"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","London","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","London","G6/G7","35","[c]","64300","64700"
"Leaver Dept.","2023","Declared non-disabled","Finance","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","London","SEO/HEO","45","[c]","38920","39010"
"Leaver Dept.","2023","Declared non-disabled","Finance","Outside London","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Outside London","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Outside London","G6/G7","40","[c]","57670","52750"
"Leaver Dept.","2023","Declared non-disabled","Finance","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Outside London","SEO/HEO","75","[c]","37300","37590"
"Leaver Dept.","2023","Declared non-disabled","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","Outside London","AA/AO","30","[c]","21800","22150"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","Outside London","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","London","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","London","G6/G7","40","[c]","61460","61560"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","London","SEO/HEO","75","[c]","37230","35650"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Outside London","AA/AO","65","[c]","21760","21720"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Outside London","EO","70","[c]","26770","27320"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Outside London","G6/G7","45","[c]","54930","53600"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Outside London","SEO/HEO","160","[c]","35640","34170"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","London","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","London","G6/G7","50","[c]","61070","63730"
"Leaver Dept.","2023","Declared non-disabled","Legal","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Outside London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Outside London","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","London","AA/AO","125","[c]","24910","25480"
"Leaver Dept.","2023","Declared non-disabled","No function","London","EO","415","[c]","30270","30340"
"Leaver Dept.","2023","Declared non-disabled","No function","London","G6/G7","605","[c]","58900","56430"
"Leaver Dept.","2023","Declared non-disabled","No function","London","SCS level","115","[c]","88040","80480"
"Leaver Dept.","2023","Declared non-disabled","No function","London","SEO/HEO","930","[c]","37950","36310"
"Leaver Dept.","2023","Declared non-disabled","No function","London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Outside London","AA/AO","1145","[c]","21700","21690"
"Leaver Dept.","2023","Declared non-disabled","No function","Outside London","EO","1260","[c]","27590","27650"
"Leaver Dept.","2023","Declared non-disabled","No function","Outside London","G6/G7","185","[c]","55790","54000"
"Leaver Dept.","2023","Declared non-disabled","No function","Outside London","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Outside London","SEO/HEO","665","[c]","35330","34170"
"Leaver Dept.","2023","Declared non-disabled","No function","Outside London","Unknown","85","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Overseas","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Unknown","AA/AO","[c]","[c]","[c]","[c]"
