"Status","Year","Ethnicity","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Black","No function","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office of Qualifications and Examinations Regulation","SEO","5","5","[c]","[c]"
"In post","2023","Black","No function","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office of the Secretary of State for Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office of the Secretary of State for Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office of the Secretary of State for Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office of the Secretary of State for Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office of the Secretary of State for Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office of the Secretary of State for Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office of the Secretary of State for Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Scottish Government","AO","5","5","[c]","[c]"
"In post","2023","Black","No function","Scottish Government","EO","10","10","[c]","[c]"
"In post","2023","Black","No function","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","The National Archives","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","The National Archives","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","The National Archives","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","The National Archives","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","The National Archives","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","The National Archives","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","UK Statistics Authority","AA","5","5","[c]","[c]"
"In post","2023","Black","No function","UK Statistics Authority","AO","20","15","[c]","[c]"
"In post","2023","Black","No function","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","UK Statistics Authority","G7","5","5","[c]","[c]"
"In post","2023","Black","No function","UK Statistics Authority","HEO","5","5","[c]","[c]"
"In post","2023","Black","No function","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Water Services Regulation Authority","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Welsh Government","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Welsh Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Welsh Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Welsh Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Welsh Government","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Welsh Government","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Cabinet Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Cabinet Office","HEO","10","10","[c]","[c]"
"In post","2023","Black","Project Delivery","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Charity Commission","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Competition and Markets Authority","G7","5","5","[c]","[c]"
"In post","2023","Black","Project Delivery","Competition and Markets Authority","HEO","10","10","[c]","[c]"
"In post","2023","Black","Project Delivery","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Business, Energy and Industrial Strategy","SEO","5","5","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Education","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Education","EO","5","5","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Education","G6","5","5","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Education","G7","15","15","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Education","HEO","10","10","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Education","SEO","15","15","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Project Delivery","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
