"Status","Year","Age","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","65+","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","Cabinet Office","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","Department for Business, Energy and Industrial Strategy","45","[c]","35580","30350"
"Leaver CS","2023","65+","No function","Department for Education","10","[c]","50730","41510"
"Leaver CS","2023","65+","No function","Department for Environment, Food and Rural Affairs","45","[c]","31570","26030"
"Leaver CS","2023","65+","No function","Department for International Trade","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","Department for Levelling Up, Housing and Communities","20","[c]","63100","60050"
"Leaver CS","2023","65+","No function","Department for Transport","180","[c]","28540","26800"
"Leaver CS","2023","65+","No function","Department for Work and Pensions","930","[c]","25780","25610"
"Leaver CS","2023","65+","No function","Department of Health and Social Care","45","[c]","55550","40300"
"Leaver CS","2023","65+","No function","Food Standards Agency","15","[c]","30820","28040"
"Leaver CS","2023","65+","No function","HM Land Registry","40","[c]","31840","32760"
"Leaver CS","2023","65+","No function","HM Revenue and Customs","350","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","HM Treasury","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","Home Office","220","[c]","29250","26400"
"Leaver CS","2023","65+","No function","Ministry of Defence","250","[c]","31040","26670"
"Leaver CS","2023","65+","No function","Ministry of Justice","805","[c]","24980","21780"
"Leaver CS","2023","65+","No function","National Crime Agency","20","[c]","36750","37750"
"Leaver CS","2023","65+","No function","Office for Standards in Education, Children's Services and Skills","20","[c]","60040","52750"
"Leaver CS","2023","65+","No function","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","Scottish Government","75","[c]","31830","29670"
"Leaver CS","2023","65+","No function","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","UK Statistics Authority","80","[c]","23860","21200"
"Leaver CS","2023","65+","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","Department for Work and Pensions","15","[c]","38100","34970"
"Leaver CS","2023","65+","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","Estyn","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","HM Revenue and Customs","35","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","Ministry of Defence","35","[c]","42490","41800"
"Leaver CS","2023","65+","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","Department for Transport","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","HM Revenue and Customs","35","[c]","37580","36000"
"Leaver CS","2023","65+","Property","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","Ministry of Defence","45","[c]","29100","22910"
"Leaver CS","2023","65+","Property","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","Scottish Government","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","Cabinet Office","15","[c]","29440","26670"
"Leaver CS","2023","65+","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","Ministry of Defence","95","[c]","27470","22930"
"Leaver CS","2023","65+","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department of Health and Social Care","25","[c]","61090","58220"
"Leaver CS","2023","65+","Unknown","Foreign, Commonwealth and Development Office","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Ministry of Defence","15","[c]","42210","34050"
"Leaver CS","2023","65+","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Scottish Government","90","[c]","38950","31940"
"Leaver CS","2023","65+","Unknown","Welsh Government","50","[c]","41470","38160"
"Leaver CS","2023","Unknown","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Environment, Food and Rural Affairs","85","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Department of Health and Social Care","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","No function","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","No function","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","Cabinet Office","50","[c]","31960","32000"
"Leaver Dept.","2023","20-29","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","Department for Business, Energy and Industrial Strategy","15","[c]","31960","29640"
"Leaver Dept.","2023","20-29","Analysis","Department for Digital, Culture, Media and Sport","10","[c]","40430","39620"
"Leaver Dept.","2023","20-29","Analysis","Department for Education","15","[c]","41230","38200"
"Leaver Dept.","2023","20-29","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","Department for International Trade","10","[c]","34910","31800"
"Leaver Dept.","2023","20-29","Analysis","Department for Levelling Up, Housing and Communities","25","[c]","33800","33990"
"Leaver Dept.","2023","20-29","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","HM Revenue and Customs","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","HM Treasury","15","[c]","38550","37900"
"Leaver Dept.","2023","20-29","Analysis","Home Office","30","[c]","42120","38940"
"Leaver Dept.","2023","20-29","Analysis","Ministry of Defence","20","[c]","40550","39890"
"Leaver Dept.","2023","20-29","Analysis","Ministry of Justice","20","[c]","36590","35410"
"Leaver Dept.","2023","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","UK Statistics Authority","40","[c]","33290","31560"
"Leaver Dept.","2023","20-29","Commercial","Cabinet Office","30","[c]","33870","32000"
"Leaver Dept.","2023","20-29","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","Department for Education","10","[c]","32250","30330"
"Leaver Dept.","2023","20-29","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","Ministry of Defence","15","[c]","31280","28670"
"Leaver Dept.","2023","20-29","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","Cabinet Office","45","[c]","32620","32000"
"Leaver Dept.","2023","20-29","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","Department for Education","15","[c]","32540","29530"
"Leaver Dept.","2023","20-29","Communications","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","Department for International Trade","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","Department for Levelling Up, Housing and Communities","10","[c]","33970","33210"
"Leaver Dept.","2023","20-29","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Counter Fraud","Cabinet Office","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Counter Fraud","Department for Work and Pensions","55","[c]","28660","28120"
"Leaver Dept.","2023","20-29","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Counter Fraud","HM Revenue and Customs","35","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Debt","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Debt","HM Revenue and Customs","70","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","Cabinet Office","55","[c]","32750","32000"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","Department for Education","15","[c]","38400","37590"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","Department for Work and Pensions","15","[c]","33260","32520"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","Home Office","15","[c]","36950","37090"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","Ministry of Defence","15","[c]","31260","30640"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","Ministry of Justice","10","[c]","39440","39850"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","UK Statistics Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","Cabinet Office","40","[c]","33010","33250"
"Leaver Dept.","2023","20-29","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","Department for Education","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","Department for Work and Pensions","25","[c]","33380","32250"
"Leaver Dept.","2023","20-29","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","HM Revenue and Customs","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","Home Office","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Grants Management","Department for Environment, Food and Rural Affairs","20","[c]","23060","22150"
"Leaver Dept.","2023","20-29","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","Cabinet Office","55","[c]","32630","32000"
"Leaver Dept.","2023","20-29","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","Department for Transport","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","Department for Work and Pensions","50","[c]","31170","29810"
"Leaver Dept.","2023","20-29","Human Resources","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","HM Treasury","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","Home Office","15","[c]","31310","32000"
"Leaver Dept.","2023","20-29","Human Resources","Ministry of Defence","25","[c]","28600","26560"
"Leaver Dept.","2023","20-29","Human Resources","Ministry of Justice","15","[c]","32620","30290"
"Leaver Dept.","2023","20-29","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Legal","Attorney General's Departments","65","[c]","28580","27760"
"Leaver Dept.","2023","20-29","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Legal","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","No function","Cabinet Office","220","[c]","38370","35650"
"Leaver Dept.","2023","20-29","No function","Charity Commission","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","No function","Department for Business, Energy and Industrial Strategy","225","[c]","36770","33640"
"Leaver Dept.","2023","20-29","No function","Department for Digital, Culture, Media and Sport","75","[c]","38230","35620"
"Leaver Dept.","2023","20-29","No function","Department for Education","75","[c]","36110","34030"
"Leaver Dept.","2023","20-29","No function","Department for Environment, Food and Rural Affairs","175","[c]","27010","24370"
"Leaver Dept.","2023","20-29","No function","Department for International Trade","60","[c]","35240","35010"
"Leaver Dept.","2023","20-29","No function","Department for Levelling Up, Housing and Communities","130","[c]","35170","33210"
"Leaver Dept.","2023","20-29","No function","Department for Transport","145","[c]","32090","32080"
"Leaver Dept.","2023","20-29","No function","Department for Work and Pensions","495","[c]","27520","28120"
"Leaver Dept.","2023","20-29","No function","Department of Health and Social Care","65","[c]","33610","32710"
"Leaver Dept.","2023","20-29","No function","Food Standards Agency","10","[c]","32690","31810"
"Leaver Dept.","2023","20-29","No function","HM Revenue and Customs","290","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","No function","HM Treasury","85","[c]","36990","33630"
"Leaver Dept.","2023","20-29","No function","Home Office","370","[c]","32640","29890"
"Leaver Dept.","2023","20-29","No function","Ministry of Defence","55","[c]","33930","33750"
"Leaver Dept.","2023","20-29","No function","Ministry of Justice","465","[c]","28020","25480"
"Leaver Dept.","2023","20-29","No function","National Crime Agency","20","[c]","30770","31540"
"Leaver Dept.","2023","20-29","No function","Office for Standards in Education, Children's Services and Skills","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","No function","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","No function","Office of the Secretary of State for Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","No function","Scottish Government","15","[c]","27190","25060"
"Leaver Dept.","2023","20-29","No function","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","No function","UK Statistics Authority","30","[c]","27300","27160"
"Leaver Dept.","2023","20-29","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","Cabinet Office","50","[c]","31840","32000"
"Leaver Dept.","2023","20-29","Project Delivery","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","Department for Digital, Culture, Media and Sport","15","[c]","35250","35040"
"Leaver Dept.","2023","20-29","Project Delivery","Department for Education","15","[c]","35120","34030"
"Leaver Dept.","2023","20-29","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","Department for Work and Pensions","15","[c]","34330","34170"
"Leaver Dept.","2023","20-29","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","HM Revenue and Customs","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","Ministry of Defence","20","[c]","36320","33990"
"Leaver Dept.","2023","20-29","Project Delivery","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","Cabinet Office","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","HM Revenue and Customs","20","[c]","24400","22520"
"Leaver Dept.","2023","20-29","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","Cabinet Office","40","[c]","31390","28370"
"Leaver Dept.","2023","20-29","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","Ministry of Defence","15","[c]","27440","25780"
"Leaver Dept.","2023","20-29","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Cabinet Office","235","[c]","31680","32000"
"Leaver Dept.","2023","20-29","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Department for Work and Pensions","50","[c]","38410","38130"
