"Status","Year","Age","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Legal","HM Revenue and Customs","190","185","37160","34400"
"In post","2023","20-29","Legal","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Ministry of Justice","55","55","28670","26090"
"In post","2023","20-29","Legal","National Crime Agency","5","5","[c]","[c]"
"In post","2023","20-29","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2023","20-29","Legal","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Scottish Government","110","110","51800","52360"
"In post","2023","20-29","Legal","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","UK Export Finance","5","5","[c]","[c]"
"In post","2023","20-29","Legal","UK Supreme Court","10","10","[c]","[c]"
"In post","2023","20-29","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Attorney General's Departments","5","5","[c]","[c]"
"In post","2023","20-29","No function","Cabinet Office","545","545","41380","39860"
"In post","2023","20-29","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Charity Commission","55","55","27520","25300"
"In post","2023","20-29","No function","Department for Business, Energy and Industrial Strategy","2195","2185","40600","41060"
"In post","2023","20-29","No function","Department for Digital, Culture, Media and Sport","480","480","40070","35620"
"In post","2023","20-29","No function","Department for Education","750","745","37300","34030"
"In post","2023","20-29","No function","Department for Environment, Food and Rural Affairs","1540","1530","33760","33830"
"In post","2023","20-29","No function","Department for International Trade","825","820","41080","41550"
"In post","2023","20-29","No function","Department for Levelling Up, Housing and Communities","665","660","39100","35650"
"In post","2023","20-29","No function","Department for Transport","1595","1545","30130","26780"
"In post","2023","20-29","No function","Department for Work and Pensions","6350","6200","26700","28120"
"In post","2023","20-29","No function","Department of Health and Social Care","1625","1600","36060","34190"
"In post","2023","20-29","No function","Food Standards Agency","110","110","33770","31260"
"In post","2023","20-29","No function","Foreign, Commonwealth and Development Office","745","745","38430","36620"
"In post","2023","20-29","No function","HM Land Registry","825","805","26540","28080"
"In post","2023","20-29","No function","HM Revenue and Customs","6040","5925","28890","27890"
"In post","2023","20-29","No function","HM Treasury","700","695","39640","33820"
"In post","2023","20-29","No function","Home Office","7050","6945","28310","25880"
"In post","2023","20-29","No function","Ministry of Defence","2600","2575","30830","28600"
"In post","2023","20-29","No function","Ministry of Justice","16700","16390","28290","28880"
"In post","2023","20-29","No function","National Crime Agency","640","635","36540","36040"
"In post","2023","20-29","No function","Office for Standards in Education, Children's Services and Skills","90","90","27990","26870"
"In post","2023","20-29","No function","Office of Gas and Electricity Markets","215","215","31700","27500"
"In post","2023","20-29","No function","Office of Qualifications and Examinations Regulation","35","35","32690","31380"
"In post","2023","20-29","No function","Office of Rail and Road","10","10","37000","35720"
"In post","2023","20-29","No function","Office of the Secretary of State for Scotland","10","10","[c]","[c]"
"In post","2023","20-29","No function","Office of the Secretary of State for Wales","10","10","37220","34590"
"In post","2023","20-29","No function","Scottish Government","1390","1365","27540","25060"
"In post","2023","20-29","No function","The National Archives","55","55","28390","25810"
"In post","2023","20-29","No function","UK Statistics Authority","320","305","28950","24840"
"In post","2023","20-29","No function","Water Services Regulation Authority","10","10","34810","32160"
"In post","2023","20-29","No function","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Cabinet Office","250","250","31420","30130"
"In post","2023","20-29","Project Delivery","Chancellor's other departments","5","5","[c]","[c]"
"In post","2023","20-29","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Competition and Markets Authority","80","80","35550","34110"
"In post","2023","20-29","Project Delivery","Department for Business, Energy and Industrial Strategy","155","155","34040","32110"
"In post","2023","20-29","Project Delivery","Department for Digital, Culture, Media and Sport","35","35","40500","35620"
"In post","2023","20-29","Project Delivery","Department for Education","180","180","37940","37590"
"In post","2023","20-29","Project Delivery","Department for Environment, Food and Rural Affairs","50","45","27090","25920"
"In post","2023","20-29","Project Delivery","Department for International Trade","20","20","39990","35010"
"In post","2023","20-29","Project Delivery","Department for Levelling Up, Housing and Communities","40","40","39660","39140"
"In post","2023","20-29","Project Delivery","Department for Transport","105","105","41500","39430"
"In post","2023","20-29","Project Delivery","Department for Work and Pensions","75","75","34170","34170"
"In post","2023","20-29","Project Delivery","Department of Health and Social Care","110","110","36700","33940"
"In post","2023","20-29","Project Delivery","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Foreign, Commonwealth and Development Office","230","230","38910","37480"
"In post","2023","20-29","Project Delivery","HM Land Registry","35","30","30920","28080"
"In post","2023","20-29","Project Delivery","HM Revenue and Customs","460","460","39910","37240"
"In post","2023","20-29","Project Delivery","HM Treasury","5","5","[c]","[c]"
"In post","2023","20-29","Project Delivery","Home Office","10","10","[c]","[c]"
"In post","2023","20-29","Project Delivery","Ministry of Defence","1310","1305","32420","31920"
"In post","2023","20-29","Project Delivery","Ministry of Justice","95","95","35310","35410"
"In post","2023","20-29","Project Delivery","National Crime Agency","15","15","37720","34340"
"In post","2023","20-29","Project Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2023","20-29","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","UK Statistics Authority","40","40","35170","31060"
"In post","2023","20-29","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Cabinet Office","95","95","35160","32480"
"In post","2023","20-29","Property","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2023","20-29","Property","Department for Environment, Food and Rural Affairs","45","45","32020","30320"
"In post","2023","20-29","Property","Department for Transport","15","15","31110","31660"
"In post","2023","20-29","Property","Department for Work and Pensions","20","20","39990","39150"
"In post","2023","20-29","Property","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2023","20-29","Property","Foreign, Commonwealth and Development Office","45","45","31220","29400"
"In post","2023","20-29","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","HM Revenue and Customs","650","640","29030","26890"
"In post","2023","20-29","Property","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Ministry of Defence","140","140","28450","27140"
"In post","2023","20-29","Property","Ministry of Justice","35","35","31840","30460"
"In post","2023","20-29","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Office of Gas and Electricity Markets","5","5","[c]","[c]"
"In post","2023","20-29","Property","Scottish Government","35","35","30120","30490"
"In post","2023","20-29","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Cabinet Office","220","215","28840","24610"
"In post","2023","20-29","Security","Department for Business, Energy and Industrial Strategy","10","10","32450","28720"
"In post","2023","20-29","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Department for Transport","20","20","35210","31660"
"In post","2023","20-29","Security","Department for Work and Pensions","10","10","28200","28120"
"In post","2023","20-29","Security","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2023","20-29","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Foreign, Commonwealth and Development Office","145","145","36840","36620"
"In post","2023","20-29","Security","HM Revenue and Customs","15","15","31970","29210"
"In post","2023","20-29","Security","Home Office","20","20","34090","32000"
"In post","2023","20-29","Security","Ministry of Defence","795","795","28670","27480"
"In post","2023","20-29","Security","Ministry of Justice","15","15","37090","33340"
"In post","2023","20-29","Security","National Crime Agency","15","15","35550","34340"
"In post","2023","20-29","Security","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","UK Statistics Authority","10","10","33490","31060"
"In post","2023","20-29","Unknown","Attorney General's Departments","15","15","39110","38940"
"In post","2023","20-29","Unknown","Cabinet Office","830","830","30590","30130"
"In post","2023","20-29","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Department for Education","15","15","36500","37710"
"In post","2023","20-29","Unknown","Department for International Trade","15","15","33870","32570"
"In post","2023","20-29","Unknown","Department for Work and Pensions","330","325","34810","34170"
"In post","2023","20-29","Unknown","Department of Health and Social Care","40","40","38820","41480"
"In post","2023","20-29","Unknown","Foreign, Commonwealth and Development Office","30","30","30930","30890"
"In post","2023","20-29","Unknown","HM Revenue and Customs","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Ministry of Defence","980","980","31650","30650"
"In post","2023","20-29","Unknown","Northern Ireland Office","30","30","42410","43650"
