"Status","Year","Organisation","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Economics","EO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Economics","G6","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Economics","G7","20","20","59720","61050"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Economics","HEO","20","20","35190","35410"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Economics","SEO","15","15","42950","43650"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Finance","AO","15","15","24150","25480"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Finance","EO","95","90","27800","27170"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Finance","G6","40","40","70100","70250"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Finance","G7","110","110","57890","57260"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Finance","HEO","100","95","33840","34450"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Finance","SCS level","15","15","93710","85800"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Finance","SEO","200","195","41950","41510"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","AO","30","25","22410","21780"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","EO","110","105","27390","27110"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","G6","50","50","69760","69110"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","G7","155","150","56780","56080"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","HEO","410","400","32860","31880"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","SCS level","20","20","88570","82400"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","SEO","310","300","41270","41510"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","Unknown","25","25","36860","37170"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Knowledge and Information Management","AO","50","50","22130","21780"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Knowledge and Information Management","EO","20","20","28380","29660"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Knowledge and Information Management","G7","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Knowledge and Information Management","HEO","15","15","34310","35410"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Knowledge and Information Management","SEO","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Legal","G6","10","10","73060","71140"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Legal","G7","50","45","59170","58740"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","AA","10","10","21160","19930"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","AO","130","120","23960","25480"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","EO","255","250","28910","29660"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","G6","40","40","67980","66700"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","G7","170","170","56410","55720"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","HEO","340","330","35070","35410"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","SCS level","35","30","90220","83010"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","SEO","245","240","42850","43650"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Research","G6","10","10","70340","69140"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Research","G7","40","40","59870","60570"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Research","HEO","20","20","34830","35410"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Research","SEO","30","25","43790","43650"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Other","EO","30","30","29190","29660"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Other","G6","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Other","G7","20","20","57390","55720"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Other","HEO","65","65","33730","34300"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Other","SEO","50","50","41150","41510"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Policy","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Policy","AO","10","10","25480","25480"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Policy","EO","80","80","29550","29660"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Policy","G6","65","65","67510","66700"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Policy","G7","225","215","57160","55720"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Policy","HEO","190","190","34690","35410"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Policy","SCS level","45","45","83430","77910"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Policy","SEO","295","290","43410","43650"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Project Delivery","EO","40","35","27800","27170"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Project Delivery","G6","35","35","66800","66700"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Project Delivery","G7","85","85","54610","55720"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Project Delivery","HEO","85","85","33430","32900"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Project Delivery","SEO","110","110","41100","43650"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","AO","30","25","22490","21780"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","EO","20","20","27480","25830"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","G6","35","35","67000","66700"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","G7","100","95","56250","55720"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","HEO","55","55","33900","34450"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","SCS level","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","SEO","135","135","41220","41510"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Security","AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Security","EO","10","10","29130","29660"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Security","G6","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Security","G7","20","20","56590","55720"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Security","HEO","20","20","33790","33110"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Security","SEO","30","30","42570","43650"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Social Research","G6","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Social Research","G7","45","45","58370","60390"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Social Research","HEO","20","20","34220","35410"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Social Research","SCS level","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Social Research","SEO","40","35","42950","43650"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Statistics","EO","10","10","29930","29930"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Statistics","G6","10","10","71400","69890"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Statistics","G7","45","45","58740","60570"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Statistics","HEO","25","25","34390","35410"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Statistics","SEO","40","40","42820","43650"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","AO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","EO","25","25","28010","28110"
