"Status","Year","Disability","Function_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Legal","HM Revenue and Customs","Male","405","395","48380","42510"
"In post","2023","Declared non-disabled","Legal","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Ministry of Defence","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Ministry of Defence","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Ministry of Justice","Female","35","35","33390","30430"
"In post","2023","Declared non-disabled","Legal","Ministry of Justice","Male","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Office for Standards in Education, Children's Services and Skills","Female","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Office of Gas and Electricity Markets","Female","60","55","61230","60000"
"In post","2023","Declared non-disabled","Legal","Office of Gas and Electricity Markets","Male","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Office of Qualifications and Examinations Regulation","Female","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Scottish Government","Female","445","415","62300","58850"
"In post","2023","Declared non-disabled","Legal","Scottish Government","Male","185","180","61680","55990"
"In post","2023","Declared non-disabled","Legal","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","UK Export Finance","Female","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","UK Export Finance","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","UK Supreme Court","Female","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","UK Supreme Court","Male","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Water Services Regulation Authority","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Attorney General's Departments","Female","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Attorney General's Departments","Male","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Cabinet Office","Female","665","650","49360","50200"
"In post","2023","Declared non-disabled","No function","Cabinet Office","Male","555","550","51970","55790"
"In post","2023","Declared non-disabled","No function","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Chancellor's other departments","Female","30","30","48640","42060"
"In post","2023","Declared non-disabled","No function","Chancellor's other departments","Male","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Charity Commission","Female","95","90","35470","30170"
"In post","2023","Declared non-disabled","No function","Charity Commission","Male","75","75","35150","30170"
"In post","2023","Declared non-disabled","No function","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Female","3065","2885","43240","41060"
"In post","2023","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Male","2745","2690","48700","50310"
"In post","2023","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Female","560","545","49010","52760"
"In post","2023","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Male","430","425","50180","53030"
"In post","2023","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Education","Female","1525","1430","47030","42090"
"In post","2023","Declared non-disabled","No function","Department for Education","Male","860","850","48420","51360"
"In post","2023","Declared non-disabled","No function","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","Female","2860","2710","38120","34850"
"In post","2023","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","Male","2160","2120","40120","37300"
"In post","2023","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for International Trade","Female","595","580","47440","42040"
"In post","2023","Declared non-disabled","No function","Department for International Trade","Male","665","660","49090","42670"
"In post","2023","Declared non-disabled","No function","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","Female","1135","1070","47280","44100"
"In post","2023","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","Male","1095","1060","49770","49700"
"In post","2023","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Transport","Female","3725","3215","29820","22500"
"In post","2023","Declared non-disabled","No function","Department for Transport","Male","4380","4200","34450","28590"
"In post","2023","Declared non-disabled","No function","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department for Work and Pensions","Female","31610","26920","27860","28120"
"In post","2023","Declared non-disabled","No function","Department for Work and Pensions","Male","15925","15300","28900","28120"
"In post","2023","Declared non-disabled","No function","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Department of Health and Social Care","Female","1910","1785","45380","40590"
"In post","2023","Declared non-disabled","No function","Department of Health and Social Care","Male","945","915","49210","41950"
"In post","2023","Declared non-disabled","No function","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Food Standards Agency","Female","290","280","40090","38100"
"In post","2023","Declared non-disabled","No function","Food Standards Agency","Male","460","440","36050","30820"
"In post","2023","Declared non-disabled","No function","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Foreign, Commonwealth and Development Office","Female","1030","1010","50840","44450"
"In post","2023","Declared non-disabled","No function","Foreign, Commonwealth and Development Office","Male","1185","1180","52420","52400"
"In post","2023","Declared non-disabled","No function","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","HM Land Registry","Female","2055","1770","30950","28080"
"In post","2023","Declared non-disabled","No function","HM Land Registry","Male","1100","1005","32220","28080"
"In post","2023","Declared non-disabled","No function","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","HM Revenue and Customs","Female","11225","10025","32800","28130"
"In post","2023","Declared non-disabled","No function","HM Revenue and Customs","Male","9595","9295","34650","32540"
"In post","2023","Declared non-disabled","No function","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","HM Treasury","Female","540","520","49350","53550"
"In post","2023","Declared non-disabled","No function","HM Treasury","Male","585","580","49600","53550"
"In post","2023","Declared non-disabled","No function","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Home Office","Female","12000","10760","32890","29750"
"In post","2023","Declared non-disabled","No function","Home Office","Male","10655","10210","34060","30000"
"In post","2023","Declared non-disabled","No function","Home Office","Unknown","[c]","[c]","[c]","[c]"
