"Status","Year","Age","Organisation","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Yorkshire and The Humber","1275","1180","36580","34700"
"In post","2023","50-59","HM Treasury (excl. agencies)","HM Treasury","East of England","20","20","30540","25460"
"In post","2023","50-59","HM Treasury (excl. agencies)","HM Treasury","London","105","105","52730","54090"
"In post","2023","50-59","HM Treasury (excl. agencies)","HM Treasury","North East (England)","25","25","43670","34920"
"In post","2023","50-59","Health and Safety Executive","Department for Work and Pensions","East Midlands (England)","125","120","48920","46780"
"In post","2023","50-59","Health and Safety Executive","Department for Work and Pensions","East of England","45","45","47220","47250"
"In post","2023","50-59","Health and Safety Executive","Department for Work and Pensions","London","40","40","52920","47260"
"In post","2023","50-59","Health and Safety Executive","Department for Work and Pensions","North East (England)","30","30","44340","47250"
"In post","2023","50-59","Health and Safety Executive","Department for Work and Pensions","North West (England)","425","400","42650","37440"
"In post","2023","50-59","Health and Safety Executive","Department for Work and Pensions","Scotland","90","85","62800","58140"
"In post","2023","50-59","Health and Safety Executive","Department for Work and Pensions","South East (England)","40","35","45480","45900"
"In post","2023","50-59","Health and Safety Executive","Department for Work and Pensions","South West (England)","35","30","44790","47250"
"In post","2023","50-59","Health and Safety Executive","Department for Work and Pensions","Wales","40","35","44940","47250"
"In post","2023","50-59","Health and Safety Executive","Department for Work and Pensions","West Midlands (England)","30","25","44670","46270"
"In post","2023","50-59","Health and Safety Executive","Department for Work and Pensions","Yorkshire and The Humber","130","125","45420","45040"
"In post","2023","50-59","Home Office","Home Office","East Midlands (England)","95","90","32210","27650"
"In post","2023","50-59","Home Office","Home Office","East of England","670","620","30000","27580"
"In post","2023","50-59","Home Office","Home Office","London","3635","3485","41580","36180"
"In post","2023","50-59","Home Office","Home Office","North East (England)","420","380","27580","25880"
"In post","2023","50-59","Home Office","Home Office","North West (England)","1875","1770","30830","26180"
"In post","2023","50-59","Home Office","Home Office","Northern Ireland","165","155","29450","26180"
"In post","2023","50-59","Home Office","Home Office","Overseas","35","35","[c]","[c]"
"In post","2023","50-59","Home Office","Home Office","Scotland","385","350","30000","26380"
"In post","2023","50-59","Home Office","Home Office","South East (England)","1440","1340","30940","27650"
"In post","2023","50-59","Home Office","Home Office","South West (England)","185","175","32850","27650"
"In post","2023","50-59","Home Office","Home Office","Unknown","75","65","30490","27650"
"In post","2023","50-59","Home Office","Home Office","Wales","250","235","30910","26180"
"In post","2023","50-59","Home Office","Home Office","West Midlands (England)","335","315","32110","27650"
"In post","2023","50-59","Home Office","Home Office","Yorkshire and The Humber","985","925","30540","26180"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","Department for Education","London","30","30","65570","64430"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","Department for Education","North East (England)","10","10","45340","41280"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","Department for Education","North West (England)","5","5","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","Department for Education","West Midlands (England)","25","25","48340","51460"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","Department for Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","10","10","57420","61660"
"In post","2023","50-59","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Wales","355","340","44250","41470"
"In post","2023","50-59","Legal Aid Agency","Ministry of Justice","East Midlands (England)","35","35","31370","25830"
"In post","2023","50-59","Legal Aid Agency","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","Ministry of Justice","London","45","45","50650","48070"
"In post","2023","50-59","Legal Aid Agency","Ministry of Justice","North East (England)","70","65","29420","25830"
"In post","2023","50-59","Legal Aid Agency","Ministry of Justice","North West (England)","60","60","31050","25830"
"In post","2023","50-59","Legal Aid Agency","Ministry of Justice","South East (England)","5","5","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","Ministry of Justice","South West (England)","20","15","29770","25830"
"In post","2023","50-59","Legal Aid Agency","Ministry of Justice","Wales","15","15","33130","27170"
"In post","2023","50-59","Legal Aid Agency","Ministry of Justice","West Midlands (England)","25","25","32620","25830"
"In post","2023","50-59","Legal Aid Agency","Ministry of Justice","Yorkshire and The Humber","10","10","29710","25830"
"In post","2023","50-59","Maritime and Coastguard Agency","Department for Transport","East of England","10","10","42040","44380"
"In post","2023","50-59","Maritime and Coastguard Agency","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","Department for Transport","North West (England)","10","10","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","Department for Transport","Northern Ireland","10","10","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","Department for Transport","Scotland","50","50","33940","31660"
"In post","2023","50-59","Maritime and Coastguard Agency","Department for Transport","South East (England)","135","135","40790","40180"
"In post","2023","50-59","Maritime and Coastguard Agency","Department for Transport","South West (England)","20","20","32390","32090"
"In post","2023","50-59","Maritime and Coastguard Agency","Department for Transport","Wales","30","25","32310","27450"
"In post","2023","50-59","Maritime and Coastguard Agency","Department for Transport","Yorkshire and The Humber","20","20","36920","31660"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","East of England","75","75","51790","46550"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","175","170","56770","54090"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","South East (England)","10","10","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Yorkshire and The Humber","5","5","[c]","[c]"
