"Status","Year","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Legal","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Serious Fraud Office","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","UK Export Finance","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","UK Supreme Court","15","[c]","40680","37230"
"Leaver CS","2023","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Advisory, Conciliation and Arbitration Service","60","[c]","35490","31660"
"Leaver CS","2023","No function","Animal and Plant Health Agency","270","[c]","30430","26030"
"Leaver CS","2023","No function","Building Digital UK","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Cabinet Office (excl. agencies)","190","[c]","46210","38180"
"Leaver CS","2023","No function","Charity Commission","30","[c]","28830","29160"
"Leaver CS","2023","No function","Companies House","35","[c]","28350","23240"
"Leaver CS","2023","No function","Criminal Injuries Compensation Authority","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Crown Commercial Service","20","[c]","42970","31920"
"Leaver CS","2023","No function","Crown Office and Procurator Fiscal Service","105","[c]","28880","24490"
"Leaver CS","2023","No function","Defence Electronics and Components Agency","30","[c]","31170","29770"
"Leaver CS","2023","No function","Defence Equipment and Support","565","[c]","35560","32840"
"Leaver CS","2023","No function","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","475","[c]","47470","41060"
"Leaver CS","2023","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","145","[c]","45320","39780"
"Leaver CS","2023","No function","Department for Education (excl. agencies)","155","[c]","43500","37980"
"Leaver CS","2023","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","345","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for International Trade","130","[c]","44620","39870"
"Leaver CS","2023","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","215","[c]","42580","36340"
"Leaver CS","2023","No function","Department for Transport (excl. agencies)","240","[c]","48160","43750"
"Leaver CS","2023","No function","Department for Work and Pensions (excl. agencies)","6675","[c]","26390","27570"
"Leaver CS","2023","No function","Department of Health and Social Care (excl. agencies)","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Driver and Vehicle Licensing Agency","495","[c]","22490","21840"
"Leaver CS","2023","No function","Driver and Vehicle Standards Agency","495","[c]","27590","26960"
"Leaver CS","2023","No function","Education and Skills Funding Agency","40","[c]","42230","38050"
"Leaver CS","2023","No function","Food Standards Agency","65","[c]","34960","29270"
"Leaver CS","2023","No function","Government Internal Audit Agency","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Courts and Tribunals Service","1935","[c]","24880","21780"
"Leaver CS","2023","No function","HM Land Registry","300","[c]","29570","28080"
"Leaver CS","2023","No function","HM Prison and Probation Service","7250","[c]","36320","29790"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","2555","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Treasury (excl. agencies)","200","[c]","45790","38890"
"Leaver CS","2023","No function","Health and Safety Executive","180","[c]","41410","40510"
"Leaver CS","2023","No function","Home Office","2210","[c]","31090","26730"
"Leaver CS","2023","No function","Intellectual Property Office","50","[c]","32210","27760"
"Leaver CS","2023","No function","Legal Aid Agency","70","[c]","29450","21780"
"Leaver CS","2023","No function","Maritime and Coastguard Agency","150","[c]","33360","27220"
"Leaver CS","2023","No function","Medicines and Healthcare Products Regulatory Agency","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence (excl. agencies)","1065","[c]","33370","27470"
"Leaver CS","2023","No function","Ministry of Justice (excl. agencies)","180","[c]","40600","35410"
"Leaver CS","2023","No function","National Crime Agency","310","[c]","41130","38640"
"Leaver CS","2023","No function","National Infrastructure Commission","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","National Savings and Investments","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","185","[c]","58630","52750"
"Leaver CS","2023","No function","Office of Gas and Electricity Markets","40","[c]","42290","35760"
"Leaver CS","2023","No function","Office of Qualifications and Examinations Regulation","15","[c]","58990","49440"
"Leaver CS","2023","No function","Office of Rail and Road","20","[c]","54170","57710"
"Leaver CS","2023","No function","Office of the Public Guardian","100","[c]","23000","21780"
"Leaver CS","2023","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of the Secretary of State for Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning Inspectorate","55","[c]","44200","41020"
"Leaver CS","2023","No function","Registers of Scotland","30","[c]","35660","33250"
"Leaver CS","2023","No function","Scottish Courts and Tribunals Service","140","[c]","26700","25060"
"Leaver CS","2023","No function","Scottish Prison Service","330","[c]","33210","37060"
"Leaver CS","2023","No function","Serious Fraud Office","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","The Insolvency Service","70","[c]","26270","22180"
"Leaver CS","2023","No function","The National Archives","50","[c]","30460","29840"
"Leaver CS","2023","No function","UK Debt Management Office","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","UK Health Security Agency","1900","[c]","40790","35610"
"Leaver CS","2023","No function","UK Hydrographic Office","50","[c]","28340","26940"
"Leaver CS","2023","No function","UK Statistics Authority","400","[c]","25070","21200"
"Leaver CS","2023","No function","Vehicle Certification Agency","15","[c]","31440","33950"
"Leaver CS","2023","No function","Veterinary Medicines Directorate","15","[c]","42830","40260"
"Leaver CS","2023","No function","Water Services Regulation Authority","10","[c]","48140","46190"
"Leaver CS","2023","Project Delivery","Advisory, Conciliation and Arbitration Service","15","[c]","56810","53680"
"Leaver CS","2023","Project Delivery","Building Digital UK","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Cabinet Office (excl. agencies)","20","[c]","60530","56430"
"Leaver CS","2023","Project Delivery","Central Civil Service Fast Stream","20","[c]","31130","32000"
"Leaver CS","2023","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Charity Commission","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Companies House","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Competition and Markets Authority","40","[c]","52550","42610"
"Leaver CS","2023","Project Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Defence Equipment and Support","195","[c]","41330","38790"
"Leaver CS","2023","Project Delivery","Defence Science and Technology Laboratory","50","[c]","39490","39890"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","20","[c]","48230","52900"
"Leaver CS","2023","Project Delivery","Department for Education (excl. agencies)","50","[c]","43880","39510"
"Leaver CS","2023","Project Delivery","Department for International Trade","10","[c]","47870","51710"
"Leaver CS","2023","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","15","[c]","42560","40800"
"Leaver CS","2023","Project Delivery","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Work and Pensions (excl. agencies)","80","[c]","38590","38470"
"Leaver CS","2023","Project Delivery","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Driver and Vehicle Licensing Agency","30","[c]","38540","34230"
"Leaver CS","2023","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Estyn","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","FCDO Services","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","HM Land Registry","25","[c]","43010","39520"
"Leaver CS","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","225","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Met Office","35","[c]","38860","43420"
"Leaver CS","2023","Project Delivery","Ministry of Defence (excl. agencies)","210","[c]","44520","41200"
"Leaver CS","2023","Project Delivery","Ministry of Justice (excl. agencies)","25","[c]","46850","43650"
"Leaver CS","2023","Project Delivery","National Crime Agency","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Rural Payments Agency","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Standards and Testing Agency","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Submarine Delivery Agency","140","[c]","41330","36370"
"Leaver CS","2023","Project Delivery","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","UK Space Agency","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","UK Statistics Authority","25","[c]","41320","37690"
"Leaver CS","2023","Project Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Wilton Park","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Building Digital UK","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Cabinet Office (excl. agencies)","10","[c]","56450","55530"
"Leaver CS","2023","Property","Central Civil Service Fast Stream","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Companies House","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Department for Digital, Culture, Media and Sport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","40","[c]","[c]","[c]"
"Leaver CS","2023","Property","Department for Work and Pensions (excl. agencies)","15","[c]","44200","40060"
"Leaver CS","2023","Property","Driver and Vehicle Licensing Agency","10","[c]","26110","26870"
"Leaver CS","2023","Property","Driver and Vehicle Standards Agency","10","[c]","34020","31660"
"Leaver CS","2023","Property","FCDO Services","10","[c]","30140","27360"
"Leaver CS","2023","Property","Government Property Agency","30","[c]","45070","38580"
"Leaver CS","2023","Property","HM Courts and Tribunals Service","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","HM Revenue and Customs (excl. agencies)","15","[c]","[c]","[c]"
"Leaver CS","2023","Property","Home Office","10","[c]","28160","22460"
"Leaver CS","2023","Property","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Ministry of Defence (excl. agencies)","180","[c]","31170","33000"
"Leaver CS","2023","Property","Ministry of Justice (excl. agencies)","30","[c]","49000","41510"
"Leaver CS","2023","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Prison Service","35","[c]","32560","28490"
"Leaver CS","2023","Property","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Valuation Office Agency","240","[c]","34610","28270"
"Leaver CS","2023","Property","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Cabinet Office (excl. agencies)","120","[c]","34030","33300"
"Leaver CS","2023","Security","Defence Equipment and Support","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Licensing Agency","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","FCDO Services","15","[c]","34090","30020"
"Leaver CS","2023","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Prison and Probation Service","25","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Revenue and Customs (excl. agencies)","20","[c]","[c]","[c]"
"Leaver CS","2023","Security","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Home Office","15","[c]","34190","26400"
"Leaver CS","2023","Security","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Ministry of Defence (excl. agencies)","685","[c]","31780","27500"
"Leaver CS","2023","Security","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Animal and Plant Health Agency","15","[c]","25080","22150"
"Leaver CS","2023","Unknown","Central Civil Service Fast Stream","45","[c]","30190","29250"
"Leaver CS","2023","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Defence Science and Technology Laboratory","75","[c]","39330","39890"
"Leaver CS","2023","Unknown","Department for International Trade","35","[c]","24910","18300"
"Leaver CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","140","[c]","38610","34970"
"Leaver CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","485","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Disclosure Scotland","20","[c]","31970","29450"
"Leaver CS","2023","Unknown","Education Scotland","20","[c]","60950","70920"
"Leaver CS","2023","Unknown","FCDO Services","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Food Standards Scotland","25","[c]","37560","34730"
"Leaver CS","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","345","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Forestry and Land Scotland","115","[c]","33430","29560"
"Leaver CS","2023","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Institute for Apprenticeships and Technical Education","10","[c]","43040","39690"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","155","[c]","51440","42080"
"Leaver CS","2023","Unknown","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Records of Scotland","45","[c]","33060","29450"
"Leaver CS","2023","Unknown","Northern Ireland Office","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of Gas and Electricity Markets","155","[c]","43130","37960"
"Leaver CS","2023","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","10","[c]","39660","30800"
"Leaver CS","2023","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Royal Fleet Auxiliary","200","[c]","36910","34110"
"Leaver CS","2023","Unknown","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Forestry","15","[c]","40930","40510"
"Leaver CS","2023","Unknown","Scottish Government (excl. agencies)","495","[c]","43300","38330"
"Leaver CS","2023","Unknown","Scottish Prison Service","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Public Pensions Agency","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Security Scotland","160","[c]","28980","24890"
"Leaver CS","2023","Unknown","Student Awards Agency for Scotland","30","[c]","24970","22180"
"Leaver CS","2023","Unknown","Transport Scotland","40","[c]","44510","38330"
"Leaver CS","2023","Unknown","UK Space Agency","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","210","[c]","41790","38160"
"Leaver Dept.","2023","Analysis","Building Digital UK","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Cabinet Office (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Central Civil Service Fast Stream","55","[c]","32080","32000"
"Leaver Dept.","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Defence Science and Technology Laboratory","35","[c]","42220","39890"
"Leaver Dept.","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","15","[c]","35370","29740"
"Leaver Dept.","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","15","[c]","48700","39620"
"Leaver Dept.","2023","Analysis","Department for Education (excl. agencies)","50","[c]","45270","43490"
"Leaver Dept.","2023","Analysis","Department for International Trade","20","[c]","43990","38350"
"Leaver Dept.","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","30","[c]","36360","34000"
"Leaver Dept.","2023","Analysis","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Food Standards Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Revenue and Customs (excl. agencies)","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Treasury (excl. agencies)","25","[c]","54810","39050"
"Leaver Dept.","2023","Analysis","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Home Office","40","[c]","44160","42240"
"Leaver Dept.","2023","Analysis","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Defence (excl. agencies)","25","[c]","44290","45130"
"Leaver Dept.","2023","Analysis","Ministry of Justice (excl. agencies)","50","[c]","43090","37680"
"Leaver Dept.","2023","Analysis","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Standards in Education, Children's Services and Skills","10","[c]","44190","33130"
"Leaver Dept.","2023","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Statistics Authority","85","[c]","35340","33710"
"Leaver Dept.","2023","Analysis","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Building Digital UK","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Cabinet Office (excl. agencies)","30","[c]","37680","33780"
"Leaver Dept.","2023","Commercial","Central Civil Service Fast Stream","15","[c]","31670","32000"
"Leaver Dept.","2023","Commercial","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Crown Commercial Service","20","[c]","37970","39360"
"Leaver Dept.","2023","Commercial","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Defence Equipment and Support","10","[c]","40870","39560"
"Leaver Dept.","2023","Commercial","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Education (excl. agencies)","40","[c]","38190","39400"
"Leaver Dept.","2023","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Driver and Vehicle Licensing Agency","10","[c]","32940","31350"
"Leaver Dept.","2023","Commercial","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Commercial Organisation","20","[c]","55970","56020"
"Leaver Dept.","2023","Commercial","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","HM Revenue and Customs (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Home Office","10","[c]","41550","43620"
"Leaver Dept.","2023","Commercial","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Defence (excl. agencies)","45","[c]","38490","41200"
"Leaver Dept.","2023","Commercial","Ministry of Justice (excl. agencies)","20","[c]","39350","37680"
"Leaver Dept.","2023","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Building Digital UK","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Cabinet Office (excl. agencies)","70","[c]","42990","40600"
"Leaver Dept.","2023","Communications","Central Civil Service Fast Stream","15","[c]","31550","32000"
"Leaver Dept.","2023","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","15","[c]","35580","33570"
