"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","SEO/HEO","25","25","37140","36330"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","EO","20","20","27130","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","G6/G7","20","20","64710","61480"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","SEO/HEO","85","80","37370","39100"
"In post","2023","Office of Gas and Electricity Markets","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Communications","EO","10","10","27950","26960"
"In post","2023","Office of Gas and Electricity Markets","Communications","G6/G7","30","25","57960","53870"
"In post","2023","Office of Gas and Electricity Markets","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Communications","SEO/HEO","25","25","36060","34720"
"In post","2023","Office of Gas and Electricity Markets","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","EO","20","20","29240","30000"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","G6/G7","100","100","61400","60000"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","SCS level","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","SEO/HEO","70","70","39170","39710"
"In post","2023","Office of Gas and Electricity Markets","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Economics","EO","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Economics","G6/G7","20","20","59360","60000"
"In post","2023","Office of Gas and Electricity Markets","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Economics","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Finance","EO","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Finance","G6/G7","15","15","60890","59480"
"In post","2023","Office of Gas and Electricity Markets","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Finance","SEO/HEO","10","10","37780","39380"
"In post","2023","Office of Gas and Electricity Markets","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Human Resources","EO","15","15","26380","25760"
"In post","2023","Office of Gas and Electricity Markets","Human Resources","G6/G7","15","15","60130","58000"
"In post","2023","Office of Gas and Electricity Markets","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Human Resources","SEO/HEO","20","20","40530","41900"
"In post","2023","Office of Gas and Electricity Markets","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Legal","G6/G7","85","80","61620","60000"
"In post","2023","Office of Gas and Electricity Markets","Legal","SCS level","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Operational Delivery","AA/AO","25","25","21330","20970"
"In post","2023","Office of Gas and Electricity Markets","Operational Delivery","EO","220","220","26020","25750"
"In post","2023","Office of Gas and Electricity Markets","Operational Delivery","G6/G7","60","55","53330","52380"
"In post","2023","Office of Gas and Electricity Markets","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Operational Delivery","SEO/HEO","70","65","33760","32340"
"In post","2023","Office of Gas and Electricity Markets","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Policy","EO","25","25","26690","26040"
"In post","2023","Office of Gas and Electricity Markets","Policy","G6/G7","180","175","57780","58160"
"In post","2023","Office of Gas and Electricity Markets","Policy","SCS level","20","20","93540","89760"
"In post","2023","Office of Gas and Electricity Markets","Policy","SEO/HEO","95","95","36240","35400"
"In post","2023","Office of Gas and Electricity Markets","Project Delivery","EO","10","10","29140","29690"
"In post","2023","Office of Gas and Electricity Markets","Project Delivery","G6/G7","35","35","55840","55060"
"In post","2023","Office of Gas and Electricity Markets","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Project Delivery","SEO/HEO","20","20","39450","40000"
"In post","2023","Office of Gas and Electricity Markets","Science and Engineering","G6/G7","15","15","60750","64640"
"In post","2023","Office of Gas and Electricity Markets","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Unknown","EO","65","65","25910","25750"
"In post","2023","Office of Gas and Electricity Markets","Unknown","G6/G7","110","105","59510","60000"
"In post","2023","Office of Gas and Electricity Markets","Unknown","SCS level","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Unknown","SEO/HEO","90","90","35840","34950"
"In post","2023","Office of Qualifications and Examinations Regulation","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Communications","G6/G7","10","10","51970","49440"
"In post","2023","Office of Qualifications and Examinations Regulation","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Communications","SEO/HEO","15","15","36240","34090"
"In post","2023","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","G6/G7","10","10","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","SEO/HEO","20","20","37860","39140"
"In post","2023","Office of Qualifications and Examinations Regulation","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Economics","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Legal","G6/G7","5","5","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Operational Delivery","EO","10","10","25340","25250"
"In post","2023","Office of Qualifications and Examinations Regulation","Operational Delivery","G6/G7","45","45","53370","49440"
"In post","2023","Office of Qualifications and Examinations Regulation","Operational Delivery","SCS level","10","10","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Operational Delivery","SEO/HEO","70","65","35990","35880"
"In post","2023","Office of Qualifications and Examinations Regulation","Operational Research","G6/G7","10","10","56820","57130"
"In post","2023","Office of Qualifications and Examinations Regulation","Operational Research","SEO/HEO","15","10","35280","34610"
"In post","2023","Office of Qualifications and Examinations Regulation","Policy","G6/G7","25","25","52910","48780"
"In post","2023","Office of Qualifications and Examinations Regulation","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Policy","SEO/HEO","15","15","38240","39140"
"In post","2023","Office of Qualifications and Examinations Regulation","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Project Delivery","G6/G7","10","10","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Statistics","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Communications","EO","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Communications","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Office of Rail and Road","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
