"Status","Year","Organisation","Parent_department","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","EO","25","[c]","27960","27680"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","G6/G7","160","[c]","56810","53600"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","SCS level","15","[c]","86680","75810"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","230","[c]","36830","35050"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","North West (England)","SEO/HEO","10","[c]","32720","30440"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Wales","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","West Midlands (England)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","London","EO","20","[c]","27210","27780"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","London","G6/G7","80","[c]","56200","54030"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","London","SCS level","10","[c]","87400","76700"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","London","SEO/HEO","110","[c]","36120","35620"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","East Midlands (England)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","London","EO","15","[c]","30160","29530"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","London","G6/G7","50","[c]","60380","56040"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","London","SCS level","15","[c]","89590","84500"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","London","SEO/HEO","90","[c]","39630","41440"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","North East (England)","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","North East (England)","G6/G7","15","[c]","53920","51640"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","North East (England)","SEO/HEO","20","[c]","36620","37590"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","North West (England)","EO","10","[c]","26090","25900"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","North West (England)","G6/G7","20","[c]","54090","51640"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","North West (England)","SEO/HEO","60","[c]","36160","37590"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","South West (England)","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","South West (England)","SEO/HEO","15","[c]","37840","37590"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","West Midlands (England)","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","West Midlands (England)","SEO/HEO","35","[c]","35020","37090"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","Yorkshire and The Humber","EO","10","[c]","26070","25900"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","Yorkshire and The Humber","G6/G7","15","[c]","54600","52150"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Department for Education","Yorkshire and The Humber","SEO/HEO","35","[c]","37620","37590"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East Midlands (England)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East of England","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","G6/G7","65","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","SEO/HEO","135","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North East (England)","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North East (England)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North West (England)","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North West (England)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South East (England)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South West (England)","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South West (England)","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South West (England)","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South West (England)","SEO/HEO","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Wales","SEO/HEO","10","[c]","[c]","[c]"
