"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","Knowledge and Information Management","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Knowledge and Information Management","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Knowledge and Information Management","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Knowledge and Information Management","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","London","Inner London - East","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","London","Inner London - West","50","[c]","52760","54260"
"Leaver CS","2023","Unknown","Legal","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","London","Outer London - South","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","North West (England)","Greater Manchester","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","South East (England)","Hampshire and Isle of Wight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Wales","East Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","West Midlands (England)","West Midlands","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","East Midlands (England)","Derbyshire and Nottinghamshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","East of England","East Anglia","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","South East (England)","Hampshire and Isle of Wight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","South West (England)","Devon","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","180","[c]","25520","22150"
"Leaver CS","2023","Unknown","Operational Delivery","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","135","[c]","22820","21780"
"Leaver CS","2023","Unknown","Operational Delivery","East Midlands (England)","Lincolnshire","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","East of England","Bedfordshire and Hertfordshire","70","[c]","28250","25880"
"Leaver CS","2023","Unknown","Operational Delivery","East of England","East Anglia","135","[c]","23820","22400"
"Leaver CS","2023","Unknown","Operational Delivery","East of England","Essex","85","[c]","25360","24670"
"Leaver CS","2023","Unknown","Operational Delivery","London","Inner London - East","155","[c]","31360","31000"
"Leaver CS","2023","Unknown","Operational Delivery","London","Inner London - West","500","[c]","41180","33790"
"Leaver CS","2023","Unknown","Operational Delivery","London","Outer London - East and North East","105","[c]","32410","30830"
"Leaver CS","2023","Unknown","Operational Delivery","London","Outer London - South","85","[c]","28620","28650"
"Leaver CS","2023","Unknown","Operational Delivery","London","Outer London - West and North West","165","[c]","29430","29820"
"Leaver CS","2023","Unknown","Operational Delivery","North East (England)","Northumberland, and Tyne and Wear","190","[c]","24620","21810"
"Leaver CS","2023","Unknown","Operational Delivery","North East (England)","Tees Valley and Durham","145","[c]","23590","22400"
"Leaver CS","2023","Unknown","Operational Delivery","North West (England)","Cheshire","60","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","North West (England)","Cumbria","45","[c]","23330","22150"
"Leaver CS","2023","Unknown","Operational Delivery","North West (England)","Greater Manchester","245","[c]","23760","21780"
"Leaver CS","2023","Unknown","Operational Delivery","North West (England)","Lancashire","150","[c]","24460","21690"
"Leaver CS","2023","Unknown","Operational Delivery","North West (England)","Merseyside","295","[c]","23600","22400"
"Leaver CS","2023","Unknown","Operational Delivery","Northern Ireland","Northern Ireland","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Scotland","Eastern Scotland","210","[c]","29460","26580"
"Leaver CS","2023","Unknown","Operational Delivery","Scotland","Highlands and Islands","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Scotland","North Eastern Scotland","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Scotland","Southern Scotland","90","[c]","26210","25060"
"Leaver CS","2023","Unknown","Operational Delivery","Scotland","West Central Scotland","195","[c]","27320","25060"
"Leaver CS","2023","Unknown","Operational Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","140","[c]","28660","27570"
"Leaver CS","2023","Unknown","Operational Delivery","South East (England)","Hampshire and Isle of Wight","185","[c]","24080","21200"
"Leaver CS","2023","Unknown","Operational Delivery","South East (England)","Kent","135","[c]","25700","25750"
"Leaver CS","2023","Unknown","Operational Delivery","South East (England)","Surrey, East and West Sussex","155","[c]","27370","25770"
"Leaver CS","2023","Unknown","Operational Delivery","South West (England)","Cornwall and Isles of Scilly","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","South West (England)","Devon","75","[c]","23950","22520"
"Leaver CS","2023","Unknown","Operational Delivery","South West (England)","Dorset and Somerset","50","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","150","[c]","25840","22360"
"Leaver CS","2023","Unknown","Operational Delivery","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Wales","East Wales","175","[c]","27760","24030"
"Leaver CS","2023","Unknown","Operational Delivery","Wales","West Wales and The Valleys","180","[c]","22830","21840"
"Leaver CS","2023","Unknown","Operational Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","60","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","West Midlands (England)","Shropshire and Staffordshire","110","[c]","25710","21780"
"Leaver CS","2023","Unknown","Operational Delivery","West Midlands (England)","West Midlands","260","[c]","24790","21780"
"Leaver CS","2023","Unknown","Operational Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Yorkshire and The Humber","North Yorkshire","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Yorkshire and The Humber","South Yorkshire","100","[c]","24940","22400"
"Leaver CS","2023","Unknown","Operational Delivery","Yorkshire and The Humber","West Yorkshire","330","[c]","36220","29970"
"Leaver CS","2023","Unknown","Operational Research","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Research","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Research","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Research","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","London","Inner London - West","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","London","Outer London - South","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Scotland","Eastern Scotland","30","[c]","31900","28490"
"Leaver CS","2023","Unknown","Other","Scotland","Highlands and Islands","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Scotland","West Central Scotland","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","South West (England)","Dorset and Somerset","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Unknown","Unknown","205","[c]","36620","33690"
"Leaver CS","2023","Unknown","Other","Wales","East Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Wales","West Wales and The Valleys","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","West Midlands (England)","West Midlands","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectors","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectors","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectors","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectors","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectors","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","East Midlands (England)","Derbyshire and Nottinghamshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","East of England","Bedfordshire and Hertfordshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","London","Inner London - East","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","London","Inner London - West","240","[c]","44770","40050"
"Leaver CS","2023","Unknown","Policy","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","North West (England)","Greater Manchester","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Wales","East Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","West Midlands (England)","West Midlands","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Yorkshire and The Humber","South Yorkshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Yorkshire and The Humber","West Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","London","Inner London - East","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","London","Inner London - West","40","[c]","38650","33250"
"Leaver CS","2023","Unknown","Project Delivery","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","London","Outer London - South","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","North West (England)","Greater Manchester","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","South East (England)","Hampshire and Isle of Wight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","South West (England)","Devon","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","East of England","East Anglia","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","London","Inner London - West","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","London","Outer London - South","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","North East (England)","Northumberland, and Tyne and Wear","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","South West (England)","Devon","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Wales","East Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Yorkshire and The Humber","West Yorkshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","London","Inner London - West","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","South East (England)","Hampshire and Isle of Wight","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","South East (England)","Surrey, East and West Sussex","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","South West (England)","Devon","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","60","[c]","30310","29920"
"Leaver CS","2023","Unknown","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","Wales","East Wales","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","East Midlands (England)","Derbyshire and Nottinghamshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","East of England","East Anglia","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","London","Inner London - West","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
