"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","Security","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Scotland","West Central Scotland","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","South East (England)","Hampshire and Isle of Wight","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","South West (England)","Devon","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","South West (England)","Dorset and Somerset","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Wales","East Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Yorkshire and The Humber","North Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","London","Inner London - West","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","Wales","East Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","London","Inner London - West","30","[c]","28650","23500"
"Leaver CS","2023","Unknown","Statistics","London","Outer London - South","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","East Midlands (England)","Derbyshire and Nottinghamshire","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","London","Inner London - East","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","London","Outer London - South","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","North East (England)","Northumberland, and Tyne and Wear","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","North West (England)","Greater Manchester","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","North West (England)","Lancashire","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","North West (England)","Merseyside","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","Northern Ireland","Northern Ireland","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","Scotland","Eastern Scotland","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","Scotland","Southern Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","Scotland","West Central Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","South East (England)","Hampshire and Isle of Wight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","Wales","East Wales","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","West Midlands (England)","West Midlands","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","Yorkshire and The Humber","West Yorkshire","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","East of England","East Anglia","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","London","Inner London - East","35","[c]","48840","54700"
"Leaver CS","2023","Unknown","Unknown","London","Inner London - West","545","[c]","50580","42230"
"Leaver CS","2023","Unknown","Unknown","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","North East (England)","Northumberland, and Tyne and Wear","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","North West (England)","Greater Manchester","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","North West (England)","Merseyside","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Overseas","Overseas","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Scotland","Eastern Scotland","195","[c]","33930","29450"
"Leaver CS","2023","Unknown","Unknown","Scotland","Highlands and Islands","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Scotland","North Eastern Scotland","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Scotland","Southern Scotland","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Scotland","West Central Scotland","135","[c]","34300","29100"
"Leaver CS","2023","Unknown","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","South East (England)","Hampshire and Isle of Wight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","South East (England)","Surrey, East and West Sussex","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","South West (England)","Devon","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Wales","East Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","West Midlands (England)","West Midlands","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Yorkshire and The Humber","North Yorkshire","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Yorkshire and The Humber","South Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Yorkshire and The Humber","West Yorkshire","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinarian","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinarian","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinarian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinarian","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinarian","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinarian","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","East of England","East Anglia","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","London","Inner London - East","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","London","Inner London - West","30","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","London","Outer London - South","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","North East (England)","Northumberland, and Tyne and Wear","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","North West (England)","Greater Manchester","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","North West (England)","Merseyside","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Scotland","Eastern Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Scotland","West Central Scotland","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","South East (England)","Hampshire and Isle of Wight","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","South West (England)","Devon","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","90","[c]","43670","41240"
"Leaver CS","2023","White","Commercial","Wales","East Wales","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Wales","West Wales and The Valleys","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","West Midlands (England)","Shropshire and Staffordshire","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Yorkshire and The Humber","South Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Yorkshire and The Humber","West Yorkshire","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","London","Inner London - East","30","[c]","48650","41190"
"Leaver CS","2023","White","Communications","London","Inner London - West","115","[c]","47460","44220"
"Leaver CS","2023","White","Communications","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","North West (England)","Greater Manchester","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
